Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
19.57,64.34,205,400,13184,20013,939.696,2.32,2.41,15.98,2.491,0.0559999999999999,1
19.55,64.44,214,400,13182,19999,939.69,2.26,2.35,15.57,2.428,0.055,1
19.53,64.44,212,400,13178,20003,939.7,2.27,2.36,15.65,2.44,0.055,1
19.53,64.53,213,400,13181,20006,939.708,2.31,2.4,15.92,2.483,0.0559999999999999,1
19.5,64.51,215,400,13178,19996,939.709,2.32,2.41,15.97,2.49,0.0559999999999999,1
19.5,64.52,213,400,13182,20003,939.685,2.31,2.4,15.87,2.475,0.0559999999999999,1
19.5,64.57,213,400,13174,19990,939.687,2.31,2.4,15.91,2.48,0.0559999999999999,1
19.47,64.62,208,400,13174,20008,939.696,2.34,2.43,16.07,2.507,0.057,1
19.49,64.65,223,400,13176,19989,939.691,2.33,2.42,16.05,2.503,0.057,1
20.67,64.77,202,400,13188,20014,939.695,2.36,2.45,16.24,2.533,0.057,1
21.06,64.09,198,400,13196,20025,939.7,2.37,2.46,16.31,2.544,0.057,1
21.25,63.2,203,400,13189,20013,939.702,2.35,2.45,16.2,2.526,0.057,1
21.35,62.3,203,400,13189,20009,939.708,2.32,2.41,15.95,2.487,0.0559999999999999,1
21.45,61.45,210,400,13188,20008,939.699,2.26,2.35,15.57,2.428,0.055,1
21.54,60.79,203,400,13188,20016,939.709,2.26,2.34,15.52,2.421,0.055,1
21.59,60.23,206,400,13180,20008,939.707,2.23,2.32,15.36,2.395,0.054,1
21.64,59.71,216,400,13184,20004,939.69,2.22,2.31,15.3,2.386,0.054,1
21.73,59.25,212,400,13184,19998,939.686,2.22,2.31,15.31,2.387,0.054,1
21.74,58.87,224,400,13178,19995,939.701,2.22,2.31,15.31,2.387,0.054,1
21.81,58.52,215,400,13178,19997,939.695,2.23,2.32,15.36,2.395,0.054,1
21.84,58.27,223,400,13178,20000,939.695,2.24,2.33,15.44,2.408,0.054,1
21.89,58.02,228,400,13174,19992,939.688,2.26,2.35,15.57,2.428,0.055,1
21.91,57.76,230,400,13173,19991,939.686,2.34,2.43,16.12,2.514,0.057,1
21.93,57.63,218,400,13180,19992,939.679,2.35,2.45,16.21,2.527,0.057,1
21.94,57.46,228,400,13175,19984,939.664,2.44,2.54,16.82,2.624,0.059,1
21.98,57.26,235,400,13172,19983,939.679,2.47,2.57,16.99,2.65,0.06,1
22.02,57.15,226,400,13174,19990,939.674,2.5,2.6,17.2,2.6830000000000003,0.061,1
22.04,56.99,226,400,13176,19982,939.665,2.53,2.63,17.4,2.713,0.061,1
22.05,56.82,226,400,13171,19982,939.672,2.54,2.64,17.49,2.727,0.062,1
22.09,56.75,229,400,13165,19989,939.671,2.54,2.64,17.46,2.7230000000000003,0.062,1
22.11,56.63,240,400,13162,19972,939.682,2.51,2.61,17.28,2.694,0.061,1
22.09,56.55,240,400,13165,19974,939.687,2.5,2.59,17.18,2.679,0.061,1
22.14,56.46,238,400,13164,19981,939.692,2.47,2.56,16.98,2.648,0.06,1
22.17,56.34,230,400,13167,19981,939.688,2.42,2.52,16.68,2.6010000000000004,0.059,1
22.19,56.24,229,400,13169,19981,939.687,2.42,2.51,16.66,2.5980000000000003,0.059,1
22.19,56.21,238,400,13161,19968,939.682,2.41,2.5,16.58,2.5860000000000003,0.0579999999999999,1
22.24,56.12,237,400,13170,19977,939.669,2.4,2.49,16.5,2.573,0.0579999999999999,1
22.22,56.04,237,400,13167,19984,939.654,2.41,2.5,16.58,2.585,0.0579999999999999,1
22.26,55.95,232,400,13162,19974,939.666,2.4,2.49,16.52,2.576,0.0579999999999999,1
21.08,55.83,261,400,13138,19948,939.652,2.36,2.45,16.26,2.536,0.057,1
20.67,56.37,259,400,13146,19950,939.651,2.35,2.44,16.18,2.523,0.057,1
20.5,57.19,266,400,13146,19953,939.665,2.3,2.39,15.85,2.471,0.0559999999999999,1
20.39,58.03,264,400,13147,19952,939.667,2.25,2.34,15.52,2.42,0.055,1
20.29,58.74,265,400,13150,19948,939.675,2.18,2.27,15.03,2.344,0.053,1
20.22,59.32,260,400,13150,19954,939.675,2.17,2.26,14.96,2.333,0.053,1
20.13,59.84,258,400,13149,19954,939.672,2.15,2.23,14.77,1.905,0.052,1
20.09,60.28,249,400,13151,19952,939.669,2.12,2.2,14.61,2.278,0.051,1
20.05,60.65,262,400,13152,19956,939.673,2.07,2.15,14.26,2.2230000000000003,0.05,1
20.02,60.95,260,400,13152,19961,939.67,2.05,2.13,14.12,2.202,0.05,1
19.99,61.19,255,400,13153,19961,939.675,2.03,2.11,13.95,2.175,0.049,1
19.93,61.43,261,400,13146,19954,939.677,2.02,2.1,13.91,2.169,0.049,1
19.88,61.65,265,400,12969,19950,939.68,2.0,2.07,13.74,2.143,0.048,1
19.88,61.8,257,400,13151,19957,939.677,1.97,2.04,13.53,2.11,0.048,1
19.83,61.94,259,400,13153,19957,939.664,1.9,1.97,13.07,2.039,0.046,1
19.83,62.09,266,400,13146,19951,939.664,1.86,1.93,12.79,1.995,0.045,1
19.78,62.17,257,400,13148,19964,939.666,1.82,1.89,12.5,1.95,0.044,1
19.78,62.28,262,400,13148,19955,939.666,1.81,1.88,12.46,1.943,0.044,1
19.75,62.35,265,400,13149,19947,939.666,1.83,1.91,12.62,1.968,0.044,1
19.72,62.46,265,400,13145,19947,939.667,1.85,1.92,12.74,1.987,0.045,1
19.74,62.53,256,400,13144,19941,939.67,1.88,1.96,12.97,2.022,0.046,1
19.7,62.59,264,400,13148,19943,939.677,1.93,2.01,13.31,2.076,0.047,1
19.7,62.62,261,400,13145,19950,939.665,1.94,2.01,13.34,2.081,0.047,1
19.7,62.68,262,400,13141,19945,939.675,1.92,1.99,13.21,2.059,0.047,1
19.64,62.75,255,400,13147,19949,939.676,1.91,1.99,13.16,2.053,0.046,1
19.67,62.8,268,400,13142,19947,939.679,1.89,1.96,13.01,2.028,0.046,1
19.64,62.79,267,400,13146,19949,939.698,1.86,1.93,12.81,1.998,0.045,1
19.62,62.86,271,400,13144,19933,939.692,1.84,1.91,12.64,1.971,0.045,1
19.62,62.89,265,400,13148,19940,939.689,1.82,1.89,12.49,1.948,0.044,1
19.6,62.89,272,400,13148,19938,939.696,1.79,1.86,12.29,1.917,0.043,1
20.84,63.02,238,400,13167,19974,939.683,1.75,1.82,12.04,1.878,0.042,1
21.19,62.4,244,400,13165,19976,939.687,1.68,1.74,11.53,1.798,0.0409999999999999,1
21.39,61.5,252,400,13163,19970,939.685,1.64,1.7,11.28,1.758,0.04,1
21.52,60.58,264,400,13157,19962,939.683,1.64,1.7,11.26,1.756,0.04,1
21.57,59.82,256,400,13156,19962,939.667,1.65,1.71,11.33,1.767,0.04,1
21.67,59.08,256,400,13156,19957,939.668,1.68,1.75,11.59,1.807,0.0409999999999999,1
21.73,58.53,256,400,13160,19957,939.675,1.68,1.74,11.56,1.802,0.0409999999999999,1
21.8,58.01,256,400,13159,19964,939.68,1.72,1.78,11.82,1.843,0.042,1
21.85,57.58,255,400,13148,19956,939.68,1.75,1.82,12.06,1.88,0.042,1
21.91,57.26,265,400,13147,19955,939.67,1.78,1.85,12.26,1.913,0.043,1
21.93,56.85,261,400,13144,19943,939.656,1.78,1.85,12.26,1.912,0.043,1
21.97,56.61,266,400,13142,19949,939.665,1.79,1.86,12.34,1.924,0.043,1
22.04,56.35,262,400,13149,19943,939.662,1.79,1.85,12.29,1.916,0.043,1
22.05,56.16,265,400,13144,19954,939.669,1.76,1.83,12.09,1.886,0.043,1
22.08,55.99,273,400,13149,19945,939.664,1.72,1.78,11.8,1.841,0.042,1
22.09,55.8,263,400,13146,19945,939.658,1.69,1.75,11.6,1.809,0.0409999999999999,1
22.12,55.69,269,400,13142,19940,939.659,1.64,1.7,11.27,1.757,0.04,1
22.15,55.57,269,400,13137,19933,939.66,1.63,1.69,11.23,1.751,0.04,1
22.19,55.42,265,400,13147,19950,939.654,1.63,1.7,11.23,1.7519999999999998,0.04,1
22.22,55.31,277,400,13145,19934,939.651,1.67,1.73,11.48,1.79,0.04,1
22.24,55.21,271,400,13144,19945,939.655,1.72,1.79,11.84,1.846,0.042,1
22.24,55.1,268,400,13149,19950,939.647,1.75,1.82,12.07,1.883,0.043,1
22.25,55.01,276,400,13141,19941,939.655,1.79,1.86,12.32,1.921,0.043,1
22.29,54.93,272,400,13152,19953,939.656,1.79,1.86,12.35,1.926,0.043,1
22.29,54.84,271,400,13143,19946,939.659,1.85,1.93,12.76,1.99,0.045,1
22.33,54.78,273,400,13147,19946,939.668,1.87,1.94,12.84,2.003,0.045,1
22.35,54.65,274,400,13138,19942,939.666,1.88,1.95,12.93,2.017,0.046,1
22.35,54.65,280,400,13139,19942,939.666,1.87,1.94,12.85,2.004,0.045,1
22.36,54.53,274,400,13136,19937,939.655,1.87,1.94,12.84,2.003,0.045,1
22.36,54.48,275,400,13143,19940,939.667,1.85,1.92,12.7,1.981,0.045,1
21.2,54.34,299,400,13122,19914,939.665,1.82,1.89,12.52,1.953,0.044,1
20.81,54.9,306,400,13124,19910,939.665,1.81,1.88,12.47,1.945,0.044,1
20.64,55.72,311,400,13122,19902,939.661,1.8,1.87,12.36,1.927,0.044,1
20.5,56.49,305,400,13120,19904,939.673,1.77,1.84,12.17,1.897,0.043,1
20.43,57.21,303,400,13118,19902,939.676,1.75,1.82,12.05,1.879,0.042,1
20.36,57.82,297,400,13125,19915,939.677,1.76,1.83,12.12,1.89,0.043,1
20.26,58.35,308,400,13121,19906,939.672,1.77,1.83,12.16,1.895,0.043,1
20.23,58.74,293,400,13124,19912,939.672,1.76,1.83,12.12,1.889,0.043,1
20.18,59.15,306,400,13127,19919,939.662,1.77,1.83,12.15,1.894,0.043,1
20.12,59.42,286,400,13130,19924,939.665,1.74,1.81,12.0,1.871,0.042,1
20.09,59.72,292,400,13130,19915,939.651,1.74,1.8,11.94,1.863,0.042,1
20.06,59.94,300,400,13133,19918,939.67,1.72,1.78,11.82,1.843,0.042,1
20.02,60.12,296,400,13131,19920,939.663,1.69,1.76,11.65,1.816,0.0409999999999999,1
19.99,60.28,296,400,13134,19925,939.665,1.68,1.74,11.54,1.8,0.0409999999999999,1
19.95,60.43,285,400,13137,19929,939.656,1.67,1.73,11.48,1.791,0.04,1
19.92,60.56,294,400,13129,19915,939.658,1.64,1.7,11.26,1.756,0.04,1
19.93,60.67,278,400,13131,19927,939.66,1.61,1.67,11.07,1.726,0.039,1
19.89,60.74,285,400,13135,19923,939.664,1.54,1.6,10.57,1.648,0.037,1
19.89,60.86,290,400,13127,19920,939.67,1.51,1.57,10.38,1.619,0.037,1
19.86,60.94,287,400,13132,19926,939.672,1.47,1.52,10.08,1.5719999999999998,0.036,1
19.83,61.03,286,400,13134,19926,939.672,1.46,1.52,10.04,1.5659999999999998,0.035,1
19.81,61.06,281,400,13130,19921,939.668,1.51,1.57,10.37,1.617,0.037,1
19.79,61.11,293,400,13131,19919,939.668,1.53,1.59,10.53,1.642,0.037,1
19.78,61.17,281,400,13135,19932,939.665,1.55,1.61,10.66,1.662,0.038,1
19.75,61.18,286,400,13131,19926,939.68,1.59,1.65,10.92,1.704,0.038,1
19.78,61.25,293,400,13127,19924,939.677,1.59,1.65,10.91,1.7009999999999998,0.038,1
19.74,47.45,297,400,13126,19910,939.673,1.58,1.64,10.86,1.693,0.038,1
19.77,61.34,291,400,13130,19924,939.673,1.56,1.62,10.73,1.673,0.038,1
19.72,61.38,286,400,13130,19927,939.663,1.59,1.66,10.97,1.711,0.039,1
24.48,61.42,286,400,13131,19929,939.67,1.64,1.7,11.27,1.757,0.04,1
20.95,61.52,267,400,13148,19949,939.669,1.69,1.76,11.66,1.819,0.0409999999999999,1
21.31,60.94,265,400,13147,19948,939.674,1.74,1.81,11.99,1.87,0.042,1
21.49,60.01,262,400,13148,19950,939.684,1.8,1.87,12.37,1.929,0.044,1
21.62,59.08,259,400,13146,19947,939.687,1.82,1.9,12.56,1.958,0.044,1
21.73,58.34,274,400,13150,19948,939.686,1.85,1.93,12.76,1.99,0.045,1
21.77,57.64,279,400,13138,19934,939.677,1.87,1.94,12.85,2.003,0.045,1
21.85,57.06,280,400,13136,19927,939.683,1.93,2.0,13.27,2.069,0.047,1
21.93,56.55,289,400,13131,19932,939.676,1.94,2.02,13.38,2.086,0.047,1
21.94,56.16,278,400,13138,19933,939.675,1.96,2.04,13.51,2.107,0.048,1
22.02,55.83,280,400,13128,19920,939.679,1.97,2.04,13.53,2.11,0.048,1
22.05,55.54,290,400,13132,19921,939.677,1.95,2.03,13.42,2.093,0.047,1
22.09,55.32,289,400,13132,19924,939.674,1.94,2.02,13.36,2.083,0.047,1
22.12,55.05,294,400,13136,19917,939.675,1.95,2.03,13.42,2.093,0.047,1
22.18,54.88,286,400,13131,19920,939.686,1.94,2.02,13.37,2.085,0.047,1
22.17,54.7,292,400,13133,19926,939.683,1.95,2.02,13.39,2.089,0.047,1
22.21,54.56,293,400,13136,19922,939.692,1.94,2.01,13.34,2.08,0.047,1
22.25,54.38,292,400,13133,19930,939.696,1.94,2.01,13.33,2.0780000000000003,0.047,1
22.26,54.26,296,400,13134,19923,939.692,1.89,1.97,13.03,2.031,0.046,1
22.28,54.17,296,400,13137,19925,939.682,1.85,1.92,12.73,1.985,0.045,1
22.33,54.04,294,400,13129,19921,939.676,1.77,1.84,12.17,1.898,0.043,1
22.33,53.97,295,400,13136,19918,939.686,1.72,1.79,11.86,1.85,0.042,1
22.35,53.88,284,400,13133,19931,939.678,1.63,1.69,11.19,1.745,0.039,1
22.36,53.81,292,400,13133,19918,939.682,1.59,1.65,10.93,1.704,0.038,1
22.39,53.74,297,400,13129,19920,939.684,1.5,1.56,10.33,1.612,0.036,1
22.4,53.6,294,400,13127,19915,939.685,1.48,1.54,10.17,1.586,0.036,1
22.39,53.56,300,400,13125,19916,939.684,1.44,1.49,9.9,1.543,0.035,1
22.45,53.5,291,400,13126,19918,939.686,1.41,1.47,9.72,1.516,0.034,1
22.46,53.43,297,400,13124,19918,939.685,1.38,1.44,9.53,1.486,0.034,1
22.48,53.4,306,400,13127,19908,939.696,1.36,1.42,9.39,1.464,0.033,1
22.49,53.31,298,400,13126,19918,939.699,1.33,1.38,9.16,1.4280000000000002,0.032,1
21.31,53.22,313,400,13113,19896,939.696,1.32,1.37,9.07,1.414,0.032,1
20.9,53.74,320,400,13108,19886,939.679,1.31,1.36,9.01,1.404,0.032,1
20.73,54.55,318,400,13107,19893,939.687,1.3,1.35,8.93,1.392,0.031,1
20.61,55.29,311,400,13109,19889,939.697,1.24,1.29,8.56,1.335,0.03,1
20.53,55.97,323,400,13107,19891,939.702,1.21,1.26,8.36,1.3030000000000002,0.0289999999999999,1
20.46,56.56,318,400,13117,19899,939.706,1.18,1.22,8.11,1.264,0.0289999999999999,1
20.37,57.09,319,400,13110,19894,939.703,1.13,1.18,7.8,1.216,0.027,1
20.32,57.54,313,400,13122,19904,939.699,1.13,1.17,7.77,1.212,0.027,1
20.26,57.85,316,400,13119,19902,939.698,1.11,1.15,7.62,1.188,0.027,1
20.23,58.21,318,400,13113,19899,939.698,1.11,1.16,7.65,1.193,0.027,1
20.18,58.44,317,400,13115,19911,939.7,1.12,1.17,7.72,1.204,0.027,1
20.15,58.72,317,400,13117,19899,939.709,1.13,1.17,7.76,1.21,0.027,1
20.12,58.92,313,400,13115,19897,939.707,1.16,1.21,7.98,1.245,0.0279999999999999,1
20.1,59.07,306,400,13121,19903,939.701,1.18,1.23,8.15,1.27,0.0289999999999999,1
20.05,59.23,319,400,13121,19908,939.703,1.21,1.25,8.29,1.293,0.0289999999999999,1
20.02,59.33,314,400,13116,19905,939.695,1.2,1.25,8.25,1.287,0.0289999999999999,1
20.02,59.43,308,400,13119,19902,939.684,1.17,1.22,8.05,1.255,0.0279999999999999,1
20.01,59.57,310,400,13117,19904,939.69,1.16,1.2,7.96,1.241,0.0279999999999999,1
19.97,59.65,310,400,13113,19895,939.682,1.11,1.16,7.66,1.194,0.027,1
19.97,59.73,308,400,13121,19902,939.686,1.11,1.15,7.62,1.188,0.027,1
19.92,59.83,318,400,13115,19891,939.691,1.16,1.21,8.01,1.249,0.0279999999999999,1
19.92,59.88,316,400,13120,19899,939.682,1.2,1.24,8.23,1.283,0.0289999999999999,1
19.89,59.93,308,400,13119,19898,939.694,1.25,1.3,8.61,1.3430000000000002,0.03,1
19.88,59.98,310,400,13119,19900,939.689,1.27,1.32,8.77,1.367,0.031,1
19.86,60.06,302,400,13117,19909,939.692,1.33,1.38,9.13,1.423,0.032,1
19.86,60.07,311,400,13119,19908,939.692,1.35,1.4,9.28,1.446,0.033,1
19.83,60.11,314,400,13115,19894,939.694,1.35,1.4,9.3,1.45,0.033,1
19.81,60.18,309,400,13116,19905,939.685,1.35,1.4,9.27,1.446,0.033,1
19.83,60.2,316,400,13115,19903,939.678,1.35,1.4,9.28,1.4469999999999998,0.033,1
19.79,60.23,316,400,13115,19898,939.673,1.35,1.4,9.27,1.445,0.033,1
21.04,60.36,293,400,13136,19922,939.669,1.37,1.42,9.4,1.466,0.033,1
21.43,59.72,283,400,13138,19923,939.672,1.38,1.43,9.48,1.4780000000000002,0.033,1
21.59,58.81,288,400,13135,19923,939.67,1.37,1.43,9.44,1.473,0.033,1
21.69,57.96,294,400,13136,19923,939.672,1.33,1.39,9.18,1.431,0.032,1
21.8,57.2,292,400,13125,19920,939.676,1.31,1.36,9.02,1.4069999999999998,0.032,1
21.87,56.49,300,400,13127,19914,939.68,1.28,1.32,8.78,1.369,0.031,1
21.94,55.95,293,400,13127,19914,939.679,1.25,1.3,8.63,1.346,0.03,1
22.0,55.5,303,400,13128,19914,939.67,1.25,1.29,8.57,1.337,0.03,1
22.04,55.15,288,400,13131,19919,939.685,1.25,1.29,8.57,1.336,0.03,1
22.09,54.8,296,400,13129,19911,939.685,1.25,1.3,8.61,1.342,0.03,1
22.14,54.47,306,400,13125,19908,939.673,1.26,1.31,8.7,1.356,0.031,1
22.19,54.25,302,400,13127,19912,939.671,1.32,1.37,9.05,1.412,0.032,1
22.21,54.04,302,400,13125,19913,939.675,1.32,1.37,9.1,1.419,0.032,1
22.22,53.89,299,400,13125,19917,939.673,1.33,1.38,9.14,1.426,0.032,1
22.28,53.72,299,400,13131,19913,939.672,1.32,1.37,9.1,1.419,0.032,1
22.32,53.55,296,400,13118,19911,939.677,1.31,1.36,9.03,1.4069999999999998,0.032,1
22.33,53.45,299,400,13121,19912,939.674,1.31,1.36,8.99,1.402,0.032,1
24.48,53.32,296,400,13126,19912,939.658,1.3,1.35,8.92,1.391,0.031,1
22.36,53.19,301,400,13124,19908,939.656,1.28,1.33,8.82,1.375,0.031,1
22.42,53.12,304,400,13123,19908,939.652,1.3,1.35,8.92,1.391,0.031,1
22.42,53.03,307,400,13122,19906,939.66,1.29,1.34,8.88,1.385,0.031,1
22.43,52.94,302,400,13123,19913,939.672,1.28,1.33,8.81,1.374,0.031,1
22.43,52.83,306,400,13119,19917,939.671,1.28,1.33,8.79,1.37,0.031,1
22.48,52.75,303,400,13115,19903,939.676,1.27,1.32,8.73,1.361,0.031,1
22.49,52.71,303,400,13122,19909,939.668,1.24,1.29,8.54,1.332,0.03,1
22.52,52.65,313,400,13120,19909,939.674,1.24,1.29,8.52,1.329,0.03,1
22.52,52.54,302,400,13123,19908,939.668,1.23,1.28,8.49,1.324,0.03,1
22.53,52.56,311,400,13123,19903,939.668,1.23,1.27,8.43,1.315,0.03,1
22.55,52.46,308,400,13119,19903,939.662,1.21,1.25,8.31,1.296,0.0289999999999999,1
22.59,52.4,310,400,13123,19903,939.664,1.2,1.25,8.29,1.293,0.0289999999999999,1
21.38,52.32,332,400,13101,19883,939.671,1.19,1.24,8.22,1.2819999999999998,0.0289999999999999,1
20.99,52.84,324,400,13102,19875,939.669,1.19,1.23,8.17,1.275,0.0289999999999999,1
20.81,53.63,336,400,13104,19883,939.659,1.15,1.2,7.93,1.236,0.0279999999999999,1
20.71,54.35,335,400,13098,19875,939.653,1.15,1.19,7.9,1.231,0.0279999999999999,1
20.6,55.02,335,400,13101,19881,939.663,1.12,1.16,7.68,1.198,0.027,1
20.51,55.61,333,400,13103,19881,939.675,1.11,1.16,7.67,1.196,0.027,1
20.44,56.11,321,400,13106,19892,939.671,1.13,1.18,7.79,1.215,0.027,1
20.4,56.5,326,400,13107,19885,939.674,1.16,1.21,8.02,1.25,0.0279999999999999,1
20.36,56.9,328,400,13112,19881,939.677,1.17,1.21,8.03,1.253,0.0279999999999999,1
20.3,57.17,332,400,13108,19879,939.685,1.17,1.21,8.03,1.252,0.0279999999999999,1
20.27,57.44,321,400,13109,19889,939.684,1.2,1.25,8.26,1.289,0.0289999999999999,1
20.23,57.67,321,400,13113,19892,939.703,1.26,1.31,8.7,1.357,0.031,1
20.2,57.89,330,400,13103,19884,939.696,1.31,1.36,9.01,1.405,0.032,1
20.2,58.03,327,400,13109,19888,939.686,1.34,1.39,9.21,1.4369999999999998,0.032,1
20.13,58.2,330,400,13110,19891,939.69,1.33,1.38,9.15,1.4269999999999998,0.032,1
20.1,58.35,326,400,13106,19886,939.681,1.32,1.37,9.08,1.416,0.032,1
20.09,58.45,325,400,13114,19895,939.673,1.33,1.39,9.18,1.432,0.032,1
20.06,58.54,324,400,13106,19887,939.67,1.35,1.41,9.31,1.452,0.033,1
20.05,58.64,318,400,13112,19895,939.672,1.37,1.43,9.45,1.473,0.033,1
20.04,58.74,332,400,13116,19894,939.673,1.42,1.47,9.76,1.5219999999999998,0.034,1
20.02,58.82,317,400,13113,19898,939.676,1.43,1.48,9.83,1.5319999999999998,0.035,1
20.01,58.88,323,400,13105,19888,939.68,1.42,1.48,9.79,1.527,0.034,1
19.97,58.94,321,400,13113,19886,939.698,1.43,1.48,9.82,1.531,0.035,1
19.98,58.98,319,400,13109,19889,939.705,1.45,1.5,9.95,1.5519999999999998,0.035,1
19.97,59.08,320,400,13109,19891,939.697,1.45,1.51,10.0,1.56,0.035,1
19.93,59.1,327,400,13112,19886,939.693,1.44,1.5,9.94,1.551,0.035,1
19.92,59.13,320,400,13107,19884,939.677,1.45,1.51,10.0,1.56,0.035,1
19.92,59.22,324,400,13105,19890,939.681,1.46,1.52,10.06,1.568,0.035,1
19.91,59.23,315,400,13117,19894,939.689,1.49,1.55,10.28,1.6030000000000002,0.036,1
19.89,59.24,329,400,13105,19887,939.701,1.51,1.57,10.38,1.619,0.037,1
21.12,59.37,305,400,13127,19911,939.708,1.53,1.59,10.54,1.643,0.037,1
21.49,58.73,298,400,13133,19923,939.709,1.54,1.6,10.58,1.65,0.037,1
21.66,57.83,301,400,13128,19917,939.709,1.55,1.61,10.64,1.659,0.037,1
21.8,56.99,303,400,13127,19911,939.722,1.55,1.61,10.66,1.662,0.038,1
21.9,56.19,308,400,13122,19903,939.708,1.55,1.61,10.65,1.661,0.038,1
21.94,55.57,314,400,13116,19902,939.703,1.53,1.59,10.55,1.645,0.037,1
22.02,55.04,320,400,13121,19899,939.699,1.51,1.57,10.39,1.62,0.037,1
22.08,54.58,311,400,13122,19905,939.695,1.5,1.56,10.33,1.61,0.036,1
22.14,54.19,326,400,13114,19901,939.686,1.49,1.54,10.23,1.596,0.036,1
22.17,53.89,317,400,13117,19892,939.672,1.47,1.86,10.15,1.5830000000000002,0.036,1
22.21,53.59,313,400,13116,19902,939.687,1.46,1.51,10.03,1.5630000000000002,0.035,1
22.25,53.38,327,400,13113,19883,939.69,1.46,1.51,10.04,1.565,0.035,1
22.29,53.17,321,400,13113,19894,939.685,1.45,1.51,10.0,1.56,0.035,1
22.3,53.01,317,400,13113,19895,939.685,1.45,1.5,9.97,1.555,0.035,1
22.35,52.88,318,400,13110,19887,939.675,1.4,1.46,9.64,1.504,0.034,1
22.36,52.73,323,400,13113,19886,939.684,1.37,1.42,9.44,1.471,0.033,1
22.4,52.62,314,400,13117,19897,939.682,1.33,1.38,9.15,1.4280000000000002,0.032,1
22.43,52.54,322,400,13117,19892,939.685,1.3,1.35,8.97,1.398,0.032,1
22.45,52.41,320,400,13118,19892,939.678,1.29,1.34,8.88,1.384,0.031,1
22.48,52.28,314,400,13112,19899,939.681,1.28,1.33,8.78,1.369,0.031,1
22.49,52.19,309,400,13112,19891,939.682,1.27,1.32,8.72,1.359,0.031,1
22.51,52.16,321,400,13114,19895,939.674,1.27,1.32,8.72,1.359,0.031,1
22.52,52.07,312,400,13119,19896,939.683,1.29,1.34,8.86,1.382,0.031,1
22.56,52.0,320,400,13110,19894,939.684,1.34,1.39,9.2,1.435,0.032,1
22.57,51.94,320,400,13109,19893,939.686,1.36,1.41,9.34,1.457,0.033,1
22.57,51.89,320,400,13113,19883,939.679,1.38,1.44,9.53,1.486,0.034,1
22.6,51.8,312,400,13111,19899,939.694,1.38,1.44,9.53,1.486,0.034,1
22.6,51.69,328,400,13116,19894,939.703,1.35,1.41,9.31,1.452,0.033,1
22.62,51.68,323,400,13112,19901,939.712,1.33,1.38,9.17,1.43,0.032,1
22.66,51.6,321,400,13112,19886,939.718,1.33,1.38,9.14,1.425,0.032,1
21.47,51.48,350,400,13092,19864,939.715,1.33,1.38,9.16,1.429,0.032,1
21.06,52.05,350,400,13091,19864,939.716,1.34,1.39,9.19,1.905,0.032,1
20.88,52.81,340,400,13096,19871,939.71,1.35,1.4,9.29,1.449,0.033,1
20.78,53.55,353,400,13097,19856,939.692,1.35,1.4,9.28,1.446,0.033,1
20.67,54.22,341,400,13098,19875,939.681,1.34,1.39,9.23,1.44,0.033,1
20.63,54.76,335,400,13098,19876,939.663,1.32,1.37,9.1,1.418,0.032,1
20.54,55.26,0,400,13095,19858,939.657,1.32,1.37,9.07,1.414,0.032,1
20.46,55.65,337,400,13098,19873,939.673,1.28,1.33,8.82,1.376,0.031,1
20.43,56.02,345,400,13095,19866,939.67,1.27,1.32,8.73,1.361,0.031,1
20.37,56.32,342,400,13096,19877,939.689,1.25,1.3,8.62,1.344,0.03,1
20.33,56.57,341,400,13106,19877,939.7,1.2,1.86,8.27,1.289,0.0289999999999999,1
20.32,56.81,335,400,13102,19885,939.701,1.18,1.23,8.14,1.27,0.0289999999999999,1
20.26,57.04,333,400,13106,19879,939.689,1.2,1.24,8.25,1.286,0.0289999999999999,1
20.23,57.16,334,400,13102,19875,939.687,1.2,1.25,8.29,1.293,0.0289999999999999,1
20.22,57.32,339,400,13104,19880,939.681,1.25,1.3,8.6,1.341,0.03,1
20.19,57.45,336,400,13104,19875,939.682,1.28,1.33,8.83,1.3769999999999998,0.031,1
20.16,57.56,332,400,13100,19874,939.679,1.34,1.39,9.22,1.905,0.032,1
20.15,57.66,328,400,13105,19879,939.669,1.36,1.41,9.37,1.462,0.033,1
20.13,57.73,340,400,13100,19870,939.661,1.39,1.44,9.56,1.492,0.034,1
20.12,57.83,331,400,13100,19879,939.659,1.41,1.47,9.72,1.516,0.034,1
20.09,57.9,335,400,13099,19874,939.67,1.44,1.5,9.93,1.548,0.035,1
20.08,57.96,342,400,13100,19865,939.662,1.46,1.52,10.08,1.5719999999999998,0.035,1
20.06,58.04,342,400,13100,19872,939.657,1.49,1.55,10.26,1.601,0.036,1
20.04,58.08,331,400,13107,19881,939.656,1.51,1.57,10.4,1.622,0.037,1
20.04,58.15,338,400,13094,19872,939.641,1.53,1.59,10.55,1.646,0.037,1
20.04,58.2,351,400,13102,19864,939.638,1.52,1.58,10.48,1.634,0.037,1
19.99,58.3,331,400,13100,19869,939.638,1.5,1.56,10.31,1.607,0.036,1
19.97,58.25,341,400,13095,19868,939.644,1.48,1.54,10.17,1.586,0.036,1
